EMPRESA,PROYECTO,N° WM,NOMBRES,APELLIDOS,CARGO TRABAJADOR,MAIL,RUT,ESTADO PEATON,ESTADO CONDUCTOR/OPERADOR,TURNO,FECHA INGRESO TURNO,FECHA SALIDA TURNO,CargoReporte,DependenciaTurno,NOMBRE_RESPORTABILIDAD,APELLIDO_RESPORTABILIDAD,MAIL_RESPORTABILIDAD,TURNO_REPORTABILIDAD,FECHA_INGRESO_TURNO_RESPORTABILIDAD,FECHA_SALIDA_TURNO_RESPORTABILIDAD
Logistica Minera SpA,Proyecto Sierra Alta,205,Martina Barbara,Parra Vergara,OPERADOR DE SONDAJE,martina.parra@logisticaminera.cl,11.072.662-7,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,214,Tomas Carlos,Fuentes Carvajal,CHOFER DE SONDAJE,tomas.fuentes@logisticaminera.cl,19.043.755-8,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,214,Tomas Carlos,Fuentes Carvajal,CHOFER DE SONDAJE,tomas.fuentes@logisticaminera.cl,19.043.755-8,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,214,Tomas Carlos,Fuentes Carvajal,CHOFER DE SONDAJE,tomas.fuentes@logisticaminera.cl,19.043.755-8,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,216,Jaime Ivan,Pinto Sandoval,AYUDANTE DE SONDAJE,jaime.pinto@logisticaminera.cl,13.165.690-4,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,216,Jaime Ivan,Pinto Sandoval,AYUDANTE DE SONDAJE,jaime.pinto@logisticaminera.cl,13.165.690-4,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,216,Jaime Ivan,Pinto Sandoval,AYUDANTE DE SONDAJE,jaime.pinto@logisticaminera.cl,13.165.690-4,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,222,Raul Vicente,Tapia Rodriguez,AYUDANTE DE SONDAJE,raul.tapia@logisticaminera.cl,19.604.101-K,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,222,Raul Vicente,Tapia Rodriguez,AYUDANTE DE SONDAJE,raul.tapia@logisticaminera.cl,19.604.101-K,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,222,Raul Vicente,Tapia Rodriguez,AYUDANTE DE SONDAJE,raul.tapia@logisticaminera.cl,19.604.101-K,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,225,Fernando Alvaro,Fuentes Aravena,SUPERVISOR,fernando.fuentes@logisticaminera.cl,12.793.238-7,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,230,Miguel Miguel,Navarro Ortiz,AYUDANTE DE SONDAJE,miguel.navarro@logisticaminera.cl,22.703.876-4,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,230,Miguel Miguel,Navarro Ortiz,AYUDANTE DE SONDAJE,miguel.navarro@logisticaminera.cl,22.703.876-4,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,230,Miguel Miguel,Navarro Ortiz,AYUDANTE DE SONDAJE,miguel.navarro@logisticaminera.cl,22.703.876-4,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,236,Emilio Gabriel,Tapia Mendoza,AYUDANTE DE SONDAJE,emilio.tapia@logisticaminera.cl,13.161.401-2,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,236,Emilio Gabriel,Tapia Mendoza,AYUDANTE DE SONDAJE,emilio.tapia@logisticaminera.cl,13.161.401-2,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,236,Emilio Gabriel,Tapia Mendoza,AYUDANTE DE SONDAJE,emilio.tapia@logisticaminera.cl,13.161.401-2,ACREDITADO,NO ACREDITADO,A,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,242,Fernando Matias,Pizarro Nunez,MECANICO,fernando.pizarro@logisticaminera.cl,23.714.512-7,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,242,Fernando Matias,Pizarro Nunez,MECANICO,fernando.pizarro@logisticaminera.cl,23.714.512-7,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,242,Fernando Matias,Pizarro Nunez,MECANICO,fernando.pizarro@logisticaminera.cl,23.714.512-7,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,243,Matias Nicolas,Diaz Ibanez,SUPERVISOR,matias.diaz@logisticaminera.cl,20.969.092-6,ACREDITADO,ACREDITADO,B,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,256,Ivan Pablo,Rios Martinez,AYUDANTE DE SONDAJE,ivan.rios@logisticaminera.cl,23.618.569-9,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,256,Ivan Pablo,Rios Martinez,AYUDANTE DE SONDAJE,ivan.rios@logisticaminera.cl,23.618.569-9,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,256,Ivan Pablo,Rios Martinez,AYUDANTE DE SONDAJE,ivan.rios@logisticaminera.cl,23.618.569-9,ACREDITADO,NO ACREDITADO,B,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,257,Lucas Francisco,Salinas Quintero,CHOFER DE SONDAJE,lucas.salinas@logisticaminera.cl,20.201.818-1,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Mauricio Pablo,Lopez Rios,mauricio.lopez@logisticaminera.cl,A,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,257,Lucas Francisco,Salinas Quintero,CHOFER DE SONDAJE,lucas.salinas@logisticaminera.cl,20.201.818-1,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,SUPERVISOR,SI,Andres Sebastian,Alarcon Soto,andres.alarcon@logisticaminera.cl,B,2025-09-26,2025-10-05
Logistica Minera SpA,Proyecto Sierra Alta,257,Lucas Francisco,Salinas Quintero,CHOFER DE SONDAJE,lucas.salinas@logisticaminera.cl,20.201.818-1,ACREDITADO,ACREDITADO,A,2025-09-26,2025-10-05,JEFE DE FAENA,NO,Martin Emilio,Reyes Zuniga,martin.reyes@logisticaminera.cl,A,2025-09-26,2025-10-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,12,Daniel Francisco,Acuna Montes,AYUDANTE DE SONDAJE,daniel.acuna@sondajesnorte.cl,24.233.771-9,ACREDITADO,ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,12,Daniel Francisco,Acuna Montes,AYUDANTE DE SONDAJE,daniel.acuna@sondajesnorte.cl,24.233.771-9,ACREDITADO,ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,12,Daniel Francisco,Acuna Montes,AYUDANTE DE SONDAJE,daniel.acuna@sondajesnorte.cl,24.233.771-9,ACREDITADO,ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,24,Daniela Camila,Mora Martinez,CHOFER DE SONDAJE,daniela.mora@sondajesnorte.cl,10.767.096-3,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,24,Daniela Camila,Mora Martinez,CHOFER DE SONDAJE,daniela.mora@sondajesnorte.cl,10.767.096-3,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,24,Daniela Camila,Mora Martinez,CHOFER DE SONDAJE,daniela.mora@sondajesnorte.cl,10.767.096-3,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,30,Claudio Eduardo,Flores Rojas,OPERADOR DE SONDAJE,claudio.flores@sondajesnorte.cl,22.145.180-5,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,30,Claudio Eduardo,Flores Rojas,OPERADOR DE SONDAJE,claudio.flores@sondajesnorte.cl,22.145.180-5,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,30,Claudio Eduardo,Flores Rojas,OPERADOR DE SONDAJE,claudio.flores@sondajesnorte.cl,22.145.180-5,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,31,Lucas Gabriel,Vidal Ramirez,OPERADOR DE SONDAJE,lucas.vidal@sondajesnorte.cl,19.177.333-0,ACREDITADO,ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,31,Lucas Gabriel,Vidal Ramirez,OPERADOR DE SONDAJE,lucas.vidal@sondajesnorte.cl,19.177.333-0,ACREDITADO,ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,31,Lucas Gabriel,Vidal Ramirez,OPERADOR DE SONDAJE,lucas.vidal@sondajesnorte.cl,19.177.333-0,ACREDITADO,ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,34,Sergio Ivan,Yanez Maldonado,OPERADOR DE SONDAJE,sergio.yanez@sondajesnorte.cl,16.999.388-2,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,34,Sergio Ivan,Yanez Maldonado,OPERADOR DE SONDAJE,sergio.yanez@sondajesnorte.cl,16.999.388-2,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,34,Sergio Ivan,Yanez Maldonado,OPERADOR DE SONDAJE,sergio.yanez@sondajesnorte.cl,16.999.388-2,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,35,Cristobal Jaime,Alarcon Riquelme,AYUDANTE DE SONDAJE,cristobal.alarcon@sondajesnorte.cl,13.689.216-9,ACREDITADO,NO ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,35,Cristobal Jaime,Alarcon Riquelme,AYUDANTE DE SONDAJE,cristobal.alarcon@sondajesnorte.cl,13.689.216-9,ACREDITADO,NO ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,35,Cristobal Jaime,Alarcon Riquelme,AYUDANTE DE SONDAJE,cristobal.alarcon@sondajesnorte.cl,13.689.216-9,ACREDITADO,NO ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,36,Jaime Mauricio,Sandoval Villalobos,AYUDANTE DE SONDAJE,jaime.sandoval@sondajesnorte.cl,17.292.885-4,ACREDITADO,NO ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,36,Jaime Mauricio,Sandoval Villalobos,AYUDANTE DE SONDAJE,jaime.sandoval@sondajesnorte.cl,17.292.885-4,ACREDITADO,NO ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,36,Jaime Mauricio,Sandoval Villalobos,AYUDANTE DE SONDAJE,jaime.sandoval@sondajesnorte.cl,17.292.885-4,ACREDITADO,NO ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,37,Pablo Eduardo,Carvajal Rodriguez,OPERADOR DE SONDAJE,pablo.carvajal@sondajesnorte.cl,23.126.067-6,ACREDITADO,ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,37,Pablo Eduardo,Carvajal Rodriguez,OPERADOR DE SONDAJE,pablo.carvajal@sondajesnorte.cl,23.126.067-6,ACREDITADO,ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,37,Pablo Eduardo,Carvajal Rodriguez,OPERADOR DE SONDAJE,pablo.carvajal@sondajesnorte.cl,23.126.067-6,ACREDITADO,ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,38,Matias Bruno,Moya Munoz,AYUDANTE DE SONDAJE,matias.moya@sondajesnorte.cl,16.587.841-8,ACREDITADO,NO ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,38,Matias Bruno,Moya Munoz,AYUDANTE DE SONDAJE,matias.moya@sondajesnorte.cl,16.587.841-8,ACREDITADO,NO ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,38,Matias Bruno,Moya Munoz,AYUDANTE DE SONDAJE,matias.moya@sondajesnorte.cl,16.587.841-8,ACREDITADO,NO ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,41,Ignacio Hugo,Ramirez Vargas,AYUDANTE DE SONDAJE,ignacio.ramirez@sondajesnorte.cl,19.972.224-7,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,41,Ignacio Hugo,Ramirez Vargas,AYUDANTE DE SONDAJE,ignacio.ramirez@sondajesnorte.cl,19.972.224-7,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,41,Ignacio Hugo,Ramirez Vargas,AYUDANTE DE SONDAJE,ignacio.ramirez@sondajesnorte.cl,19.972.224-7,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,49,Roberto Leonardo,Medina Gallardo,AYUDANTE DE SONDAJE,roberto.medina@sondajesnorte.cl,19.557.411-1,ACREDITADO,NO ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,49,Roberto Leonardo,Medina Gallardo,AYUDANTE DE SONDAJE,roberto.medina@sondajesnorte.cl,19.557.411-1,ACREDITADO,NO ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,49,Roberto Leonardo,Medina Gallardo,AYUDANTE DE SONDAJE,roberto.medina@sondajesnorte.cl,19.557.411-1,ACREDITADO,NO ACREDITADO,B,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,52,Victor Victor,Ramirez Pena,AYUDANTE DE SONDAJE,victor.ramirez@sondajesnorte.cl,16.461.740-8,ACREDITADO,NO ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,52,Victor Victor,Ramirez Pena,AYUDANTE DE SONDAJE,victor.ramirez@sondajesnorte.cl,16.461.740-8,ACREDITADO,NO ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,52,Victor Victor,Ramirez Pena,AYUDANTE DE SONDAJE,victor.ramirez@sondajesnorte.cl,16.461.740-8,ACREDITADO,NO ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,53,Patricio Pablo,Montes Mendoza,OPERADOR DE SONDAJE,patricio.montes@sondajesnorte.cl,16.084.398-5,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,53,Patricio Pablo,Montes Mendoza,OPERADOR DE SONDAJE,patricio.montes@sondajesnorte.cl,16.084.398-5,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,53,Patricio Pablo,Montes Mendoza,OPERADOR DE SONDAJE,patricio.montes@sondajesnorte.cl,16.084.398-5,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,70,Gonzalo Jaime,Contreras Lopez,CHOFER DE SONDAJE,gonzalo.contreras@sondajesnorte.cl,21.316.795-2,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,70,Gonzalo Jaime,Contreras Lopez,CHOFER DE SONDAJE,gonzalo.contreras@sondajesnorte.cl,21.316.795-2,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,70,Gonzalo Jaime,Contreras Lopez,CHOFER DE SONDAJE,gonzalo.contreras@sondajesnorte.cl,21.316.795-2,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,71,Luis Ivan,Fernandez Salazar,CHOFER DE SONDAJE,luis.fernandez@sondajesnorte.cl,16.247.498-7,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,71,Luis Ivan,Fernandez Salazar,CHOFER DE SONDAJE,luis.fernandez@sondajesnorte.cl,16.247.498-7,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Carlos Oscar,Quintero Yanez,carlos.quintero@sondajesnorte.cl,A,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,71,Luis Ivan,Fernandez Salazar,CHOFER DE SONDAJE,luis.fernandez@sondajesnorte.cl,16.247.498-7,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Maximiliano Manuel,Cabrera Donoso,maximiliano.cabrera@sondajesnorte.cl,B,2025-08-27,2025-09-05
Sondajes del Norte S.A.,Proyecto Sierra Alta,80,Felipe Pedro,Soto Ortiz,CHOFER DE SONDAJE,felipe.soto@sondajesnorte.cl,18.584.977-5,ACREDITADO,ACREDITADO,A,2025-08-27,2025-09-05,SUPERVISOR,SI,Juan Hernan,Rodriguez Munoz,juan.rodriguez@sondajesnorte.cl,A,2025-08-27,2025-09-05
